LSOA11CD,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,population_mean_2019_2022
E01004069,0.44,0.59,0.44,0.15,0.15,0.66,0.22,0.81,0.96,0.44,4.87,1356
E01004070,0.25,0.3,0.3,0.15,0.15,0.46,0.15,0.46,0.56,0.4,3.19,1976
E01004071,0.33,0.52,0.39,0.2,0.13,0.59,0.33,0.72,0.72,0.39,4.3,1536
E01004072,0.29,0.47,0.35,0.18,0.18,0.35,0.35,0.65,0.65,0.35,3.83,1695
E01004073,0.26,0.42,0.32,0.16,0.0,0.32,0.32,0.69,0.58,0.32,3.37,1897
E01004074,0.28,0.44,0.33,0.11,0.17,0.5,0.33,0.72,0.61,0.33,3.82,1806
E01004075,0.35,0.47,0.29,0.12,0.17,0.47,0.35,0.76,0.64,0.35,3.95,1720
E01004076,0.36,0.48,0.36,0.18,0.12,0.54,0.36,0.79,0.67,0.36,4.24,1652
E01004077,0.3,0.48,0.36,0.18,0.18,0.48,0.36,0.79,0.67,0.36,4.18,1652
E01004078,0.34,0.46,0.34,0.17,0.11,0.52,0.29,0.74,0.74,0.34,4.07,1745
E01004079,0.36,0.44,0.44,0.15,0.15,0.44,0.22,0.58,0.8,0.44,3.99,1379
E01004080,0.35,0.57,0.35,0.14,0.14,0.57,0.35,0.57,0.64,0.42,4.1,1415
E01004081,0.29,0.29,0.35,0.12,0.12,0.47,0.29,0.77,0.65,0.35,3.71,1697
E01004082,0.36,0.43,0.43,0.22,0.22,0.58,0.22,0.43,0.8,0.43,4.13,1381
E01004083,0.33,0.4,0.4,0.2,0.13,0.59,0.33,0.86,0.73,0.53,4.49,1514
E01004084,0.35,0.41,0.35,0.21,0.21,0.55,0.21,0.62,0.76,0.41,4.08,1446
E01004085,0.31,0.5,0.19,0.19,0.12,0.37,0.31,0.5,0.68,0.37,3.54,1609
E01004086,0.3,0.4,0.3,0.15,0.15,0.45,0.3,0.56,0.56,0.3,3.49,1979
E01004087,0.19,0.38,0.38,0.19,0.13,0.38,0.19,0.38,0.7,0.38,3.33,1563
E01004088,0.3,0.4,0.3,0.15,0.15,0.45,0.3,0.55,0.55,0.4,3.56,1995
E01004089,0.43,0.57,0.43,0.21,0.21,0.64,0.43,0.93,0.79,0.43,5.09,1396
E01004090,0.44,0.59,0.44,0.22,0.22,0.66,0.37,0.66,0.81,0.59,5.0,1359
E01004091,0.39,0.62,0.39,0.23,0.16,0.7,0.16,0.62,0.86,0.47,4.61,1280
E01004092,0.34,0.41,0.41,0.2,0.2,0.61,0.14,0.54,0.61,0.41,3.85,1481
E01004093,0.35,0.46,0.29,0.17,0.12,0.46,0.12,0.52,0.52,0.35,3.37,1721
E01004094,0.33,0.44,0.28,0.17,0.11,0.44,0.11,0.72,0.44,0.33,3.36,1816
E01004095,0.39,0.52,0.39,0.19,0.19,0.39,0.19,0.52,0.58,0.39,3.76,1542
E01004096,0.32,0.51,0.32,0.19,0.19,0.51,0.19,0.51,0.7,0.38,3.8,1581
E01004097,0.3,0.37,0.37,0.18,0.12,0.49,0.12,0.79,0.67,0.37,3.78,1642
E01004098,0.23,0.61,0.38,0.23,0.23,0.38,0.38,0.84,0.84,0.46,4.6,1304
E01004099,0.37,0.49,0.37,0.18,0.18,0.55,0.37,0.8,0.8,0.37,4.5,1622
E01004100,0.4,0.4,0.4,0.2,0.2,0.59,0.2,0.73,0.73,0.4,4.23,1514
E01004101,0.35,0.55,0.35,0.21,0.14,0.55,0.14,0.55,0.76,0.42,4.02,1442
E01004102,0.4,0.53,0.4,0.2,0.2,0.6,0.4,0.86,0.73,0.4,4.71,1508
E01004103,0.28,0.45,0.34,0.11,0.11,0.51,0.28,0.51,0.51,0.34,3.43,1777
E01004104,0.19,0.5,0.38,0.19,0.13,0.5,0.38,0.82,0.82,0.38,4.29,1585
E01004105,0.16,0.42,0.27,0.16,0.11,0.32,0.27,0.58,0.48,0.32,3.08,1886
E01004106,0.31,0.38,0.38,0.19,0.13,0.38,0.19,0.38,0.69,0.38,3.38,1599
E01004107,0.31,0.49,0.37,0.18,0.12,0.49,0.18,0.68,0.68,0.37,3.88,1623
E01004108,0.3,0.4,0.25,0.15,0.15,0.45,0.15,0.66,0.66,0.3,3.48,1980
E01004109,0.35,0.35,0.35,0.17,0.12,0.52,0.29,0.64,0.76,0.35,3.9,1716
E01004110,0.3,0.4,0.3,0.15,0.1,0.45,0.3,0.65,0.55,0.4,3.59,2004
E01004111,0.3,0.48,0.36,0.12,0.18,0.54,0.36,0.77,0.54,0.48,4.1,1682
E01004112,0.18,0.47,0.36,0.18,0.0,0.47,0.12,0.77,0.53,0.36,3.44,1685
E01004114,0.28,0.45,0.28,0.17,0.11,0.45,0.17,0.45,0.51,0.34,3.23,1766
E01004115,0.27,0.44,0.33,0.16,0.16,0.44,0.11,0.49,0.6,0.33,3.32,1838
E01004116,0.37,0.37,0.31,0.12,0.0,0.49,0.12,0.55,0.68,0.37,3.38,1628
E01004117,0.35,0.42,0.21,0.21,0.0,0.42,0.14,0.35,0.77,0.42,3.27,1436
E01004118,0.33,0.44,0.33,0.16,0.16,0.49,0.33,0.71,0.6,0.33,3.89,1823
E01004119,0.34,0.41,0.34,0.2,0.2,0.55,0.34,0.61,0.75,0.41,4.17,1464
E01004120,0.19,0.39,0.39,0.13,0.19,0.51,0.19,0.51,0.58,0.39,3.47,1557
E01004121,0.31,0.5,0.31,0.19,0.19,0.5,0.38,0.81,0.69,0.38,4.26,1596
E01004122,0.36,0.43,0.14,0.14,0.0,0.43,0.14,0.43,0.65,0.43,3.16,1391
E01004123,0.26,0.35,0.26,0.13,0.13,0.39,0.26,0.56,0.56,0.35,3.25,2307
E01004124,0.25,0.3,0.3,0.15,0.15,0.45,0.25,0.4,0.55,0.3,3.11,1993
E01004125,0.38,0.38,0.38,0.19,0.13,0.57,0.32,0.57,0.57,0.51,3.98,1584
E01004126,0.39,0.39,0.39,0.19,0.19,0.58,0.19,0.52,0.71,0.39,3.95,1543
E01004127,0.32,0.43,0.32,0.16,0.16,0.48,0.32,0.69,0.69,0.32,3.88,1880
E01004128,0.4,0.54,0.4,0.2,0.2,0.61,0.2,0.87,0.74,0.4,4.57,1487
E01004129,0.32,0.42,0.32,0.16,0.16,0.58,0.32,0.69,0.69,0.32,3.97,1891
E01004130,0.34,0.45,0.34,0.17,0.17,0.51,0.34,0.73,0.62,0.34,4.01,1770
E01004131,0.16,0.31,0.31,0.16,0.1,0.42,0.26,0.47,0.47,0.42,3.08,1916
E01004132,0.33,0.4,0.2,0.13,0.2,0.4,0.2,0.4,0.73,0.4,3.38,1510
E01004133,0.32,0.51,0.38,0.13,0.13,0.38,0.13,0.32,0.7,0.38,3.37,1574
E01004134,0.3,0.48,0.36,0.18,0.12,0.67,0.36,0.79,0.67,0.36,4.3,1653
E01004135,0.34,0.41,0.41,0.14,0.21,0.55,0.34,0.62,0.75,0.41,4.18,1461
E01004136,0.32,0.52,0.32,0.19,0.19,0.52,0.32,0.58,0.71,0.52,4.21,1544
E01004137,0.24,0.31,0.24,0.12,0.12,0.35,0.24,0.51,0.43,0.24,2.78,2550
E01004138,0.33,0.44,0.33,0.17,0.11,0.5,0.17,0.72,0.61,0.33,3.71,1806
E01004139,0.33,0.4,0.4,0.2,0.13,0.53,0.33,0.6,0.6,0.4,3.9,1512
E01004140,0.32,0.43,0.32,0.16,0.16,0.59,0.32,0.7,0.59,0.32,3.93,1858
E01004141,0.33,0.45,0.33,0.17,0.17,0.5,0.28,0.45,0.61,0.45,3.74,1792
E01004143,0.2,0.4,0.4,0.2,0.2,0.6,0.2,0.6,0.54,0.4,3.76,1490
E01004144,0.34,0.45,0.28,0.17,0.11,0.5,0.34,0.73,0.62,0.34,3.87,1784
E01004145,0.26,0.34,0.26,0.13,0.13,0.47,0.22,0.47,0.39,0.26,2.93,2324
E01004146,0.26,0.41,0.31,0.15,0.15,0.41,0.31,0.67,0.56,0.31,3.54,1951
E01004147,0.19,0.38,0.32,0.19,0.19,0.57,0.19,0.51,0.7,0.38,3.61,1581
E01004148,0.28,0.44,0.33,0.17,0.11,0.5,0.28,0.61,0.61,0.5,3.8,1816
E01004149,0.27,0.33,0.33,0.16,0.11,0.49,0.16,0.49,0.49,0.33,3.19,1819
E01004150,0.26,0.41,0.31,0.15,0.15,0.46,0.26,0.67,0.56,0.31,3.53,1954
E01004151,0.31,0.31,0.31,0.16,0.1,0.41,0.1,0.31,0.47,0.31,2.8,1932
E01004152,0.28,0.45,0.28,0.17,0.17,0.45,0.33,0.61,0.73,0.33,3.79,1793
E01004153,0.26,0.41,0.31,0.16,0.1,0.41,0.16,0.57,0.47,0.31,3.16,1931
E01004154,0.14,0.54,0.2,0.2,0.2,0.2,0.14,0.41,0.61,0.41,3.07,1468
E01004155,0.26,0.41,0.31,0.16,0.16,0.47,0.26,0.47,0.57,0.31,3.37,1931
E01004156,0.25,0.4,0.3,0.15,0.15,0.45,0.15,0.65,0.45,0.4,3.36,1996
E01004157,0.48,0.64,0.48,0.24,0.16,0.4,0.16,0.64,0.72,0.48,4.38,1257
E01004158,0.18,0.48,0.18,0.12,0.12,0.36,0.12,0.48,0.66,0.48,3.19,1662
E01004159,0.36,0.48,0.36,0.18,0.12,0.48,0.3,0.66,0.66,0.36,3.99,1656
E01004160,0.31,0.37,0.37,0.12,0.12,0.37,0.18,0.49,0.55,0.37,3.26,1626
E01004161,0.33,0.53,0.33,0.13,0.13,0.6,0.2,0.6,0.6,0.4,3.85,1506
E01004162,0.31,0.49,0.37,0.19,0.19,0.49,0.31,0.68,0.68,0.37,4.07,1620
E01004163,0.35,0.35,0.29,0.17,0.12,0.46,0.29,0.75,0.63,0.35,3.75,1734
E01004164,0.34,0.55,0.34,0.21,0.14,0.55,0.41,0.89,0.89,0.41,4.73,1458
E01004165,0.33,0.44,0.33,0.17,0.17,0.5,0.33,0.72,0.72,0.44,4.13,1815
E01004166,0.39,0.39,0.39,0.19,0.13,0.58,0.39,0.71,0.71,0.39,4.27,1544
E01004167,0.31,0.5,0.37,0.19,0.19,0.56,0.37,0.81,0.68,0.37,4.35,1609
E01004168,0.31,0.37,0.37,0.12,0.12,0.5,0.19,0.56,0.69,0.37,3.61,1605
E01004169,0.34,0.34,0.34,0.11,0.17,0.46,0.17,0.63,0.63,0.34,3.56,1744
E01004170,0.23,0.36,0.27,0.14,0.09,0.5,0.27,0.59,0.5,0.27,3.23,2198
E01004171,0.37,0.5,0.37,0.19,0.19,0.56,0.37,0.69,0.69,0.37,4.31,1601
E01004172,0.31,0.41,0.31,0.16,0.16,0.47,0.31,0.57,0.57,0.31,3.57,1933
E01004173,0.22,0.58,0.22,0.22,0.15,0.58,0.22,0.66,0.8,0.44,4.08,1373
E01004174,0.32,0.51,0.38,0.13,0.19,0.57,0.32,0.57,0.57,0.38,3.95,1570
E01004175,0.17,0.46,0.29,0.17,0.12,0.46,0.29,0.52,0.52,0.35,3.35,1733
E01004176,0.4,0.53,0.4,0.2,0.2,0.6,0.4,0.86,0.73,0.4,4.7,1510
E01004177,0.32,0.43,0.32,0.16,0.16,0.49,0.27,0.7,0.49,0.32,3.68,1850
E01004178,0.25,0.33,0.25,0.13,0.13,0.38,0.25,0.54,0.46,0.25,2.97,2389
E01004179,0.18,0.49,0.18,0.18,0.12,0.49,0.18,0.8,0.68,0.37,3.69,1627
E01004180,0.28,0.33,0.28,0.17,0.11,0.33,0.17,0.61,0.73,0.33,3.35,1792
E01004181,0.34,0.45,0.28,0.11,0.17,0.51,0.28,0.62,0.62,0.34,3.74,1763
E01004182,0.28,0.45,0.28,0.17,0.11,0.5,0.28,0.73,0.62,0.34,3.76,1783
E01004183,0.34,0.45,0.34,0.17,0.17,0.45,0.34,0.73,0.73,0.34,4.03,1787
E01004184,0.3,0.36,0.36,0.18,0.18,0.47,0.3,0.53,0.77,0.36,3.79,1689
E01004185,0.29,0.39,0.29,0.15,0.15,0.44,0.25,0.54,0.54,0.29,3.34,2037
E01004186,0.29,0.46,0.34,0.17,0.11,0.51,0.29,0.74,0.74,0.34,4.0,1748
E01004187,0.29,0.47,0.29,0.18,0.18,0.53,0.18,0.53,0.65,0.35,3.65,1697
E01004189,0.29,0.29,0.29,0.14,0.14,0.43,0.24,0.62,0.53,0.29,3.25,2091
E01004190,0.44,0.36,0.36,0.22,0.0,0.58,0.22,0.58,0.66,0.44,3.86,1372
E01004191,0.31,0.42,0.31,0.16,0.16,0.47,0.26,0.68,0.68,0.31,3.77,1909
E01004192,0.31,0.31,0.26,0.16,0.16,0.42,0.26,0.47,0.57,0.31,3.23,1922
E01004193,0.2,0.27,0.2,0.1,0.1,0.31,0.17,0.31,0.38,0.2,2.25,2933
E01004194,0.32,0.5,0.19,0.13,0.13,0.57,0.32,0.57,0.57,0.38,3.66,1586
E01004195,0.35,0.47,0.29,0.18,0.18,0.53,0.35,0.76,0.64,0.35,4.09,1712
E01004196,0.32,0.32,0.32,0.13,0.13,0.51,0.32,0.83,0.57,0.38,3.81,1574
E01004198,0.32,0.52,0.39,0.19,0.19,0.71,0.32,0.84,0.71,0.52,4.7,1552
E01004199,0.28,0.46,0.34,0.17,0.17,0.51,0.28,0.51,0.63,0.46,3.81,1757
E01004200,0.32,0.51,0.32,0.19,0.13,0.58,0.39,0.71,0.71,0.39,4.25,1554
E01004201,0.29,0.47,0.35,0.18,0.18,0.65,0.29,0.76,0.65,0.35,4.17,1704
E01004202,0.29,0.39,0.29,0.1,0.15,0.44,0.29,0.63,0.63,0.29,3.5,2055
E01004203,0.34,0.45,0.34,0.17,0.17,0.62,0.34,0.73,0.62,0.34,4.11,1775
E01004204,0.26,0.42,0.32,0.16,0.16,0.47,0.26,0.58,0.58,0.32,3.52,1904
E01004205,0.27,0.36,0.27,0.14,0.14,0.5,0.27,0.59,0.59,0.36,3.47,2220
E01004206,0.42,0.56,0.42,0.21,0.21,0.63,0.21,0.77,0.77,0.42,4.59,1437
E01004207,0.42,0.57,0.42,0.21,0.21,0.78,0.42,0.92,0.78,0.42,5.16,1415
E01004208,0.25,0.4,0.3,0.15,0.15,0.55,0.3,0.64,0.55,0.3,3.57,2018
E01004209,0.43,0.57,0.43,0.21,0.21,0.64,0.36,0.79,0.79,0.57,5.01,1398
E01004211,0.31,0.49,0.37,0.18,0.18,0.55,0.37,0.79,0.67,0.37,4.27,1638
E01004212,0.21,0.34,0.26,0.13,0.13,0.47,0.26,0.56,0.47,0.34,3.18,2327
E01004214,0.36,0.48,0.36,0.12,0.18,0.54,0.3,0.78,0.54,0.54,4.19,1672
E01004216,0.27,0.43,0.32,0.16,0.11,0.43,0.32,0.48,0.69,0.32,3.52,1874
E01004217,0.28,0.37,0.28,0.14,0.14,0.41,0.28,0.6,0.51,0.37,3.36,2170
E01004218,0.26,0.42,0.31,0.16,0.1,0.47,0.16,0.47,0.57,0.31,3.22,1924
E01004219,0.23,0.3,0.23,0.11,0.11,0.34,0.23,0.49,0.49,0.3,2.82,2657
E01004221,0.25,0.41,0.31,0.15,0.15,0.46,0.31,0.66,0.56,0.41,3.66,1967
E01004222,0.18,0.29,0.22,0.11,0.11,0.33,0.22,0.47,0.4,0.22,2.54,2754
E01004223,0.26,0.35,0.26,0.09,0.09,0.4,0.22,0.48,0.48,0.26,2.9,2273
E01004226,0.24,0.33,0.24,0.12,0.12,0.45,0.24,0.53,0.53,0.24,3.05,2458
E01004228,0.29,0.38,0.29,0.14,0.14,0.43,0.24,0.53,0.53,0.29,3.26,2088
E01004229,0.4,0.54,0.4,0.2,0.13,0.6,0.34,0.87,0.74,0.4,4.62,1492
E01004230,0.27,0.35,0.27,0.13,0.13,0.4,0.22,0.58,0.49,0.35,3.19,2255
E01004231,0.3,0.48,0.36,0.18,0.18,0.66,0.36,0.78,0.66,0.48,4.45,1664
E01004232,0.27,0.44,0.33,0.16,0.16,0.49,0.33,0.71,0.6,0.44,3.93,1833
E01004233,0.27,0.36,0.27,0.13,0.13,0.4,0.22,0.49,0.58,0.36,3.22,2235
E01004234,0.24,0.31,0.24,0.12,0.12,0.35,0.2,0.51,0.51,0.31,2.91,2542
E01004235,0.45,0.45,0.45,0.22,0.15,0.67,0.37,0.97,0.67,0.45,4.86,1337
E01004236,0.38,0.51,0.38,0.19,0.19,0.57,0.38,0.57,0.7,0.38,4.26,1571
E01004237,0.39,0.52,0.39,0.2,0.2,0.59,0.33,0.85,0.59,0.39,4.45,1529
E01004239,0.27,0.43,0.33,0.16,0.16,0.49,0.27,0.6,0.6,0.43,3.75,1840
E01004240,0.34,0.34,0.34,0.17,0.11,0.5,0.28,0.62,0.73,0.45,3.86,1786
E01004241,0.29,0.47,0.35,0.17,0.17,0.52,0.35,0.52,0.76,0.35,3.95,1720
E01004243,0.39,0.52,0.39,0.2,0.2,0.59,0.39,0.85,0.72,0.39,4.62,1538
E01004244,0.24,0.38,0.28,0.14,0.14,0.43,0.28,0.62,0.52,0.28,3.31,2112
E01004245,0.2,0.27,0.2,0.1,0.1,0.3,0.2,0.44,0.37,0.2,2.39,2965
E01004247,0.22,0.3,0.22,0.11,0.11,0.41,0.22,0.48,0.48,0.22,2.78,2697
E01004248,0.27,0.42,0.32,0.16,0.16,0.42,0.27,0.58,0.58,0.32,3.5,1884
E01004249,0.25,0.33,0.25,0.12,0.08,0.37,0.25,0.54,0.54,0.25,3.0,2402
E01004251,0.24,0.32,0.24,0.12,0.12,0.36,0.24,0.52,0.44,0.24,2.83,2506
E01004255,0.36,0.48,0.36,0.18,0.18,0.54,0.36,0.79,0.66,0.36,4.29,1655
E01004256,0.29,0.46,0.35,0.17,0.17,0.64,0.29,0.64,0.64,0.35,3.99,1730
E01004257,0.22,0.35,0.27,0.13,0.13,0.49,0.27,0.57,0.57,0.27,3.27,2262
E01004258,0.33,0.53,0.4,0.2,0.2,0.53,0.33,0.74,0.6,0.4,4.28,1496
E01004259,0.34,0.51,0.34,0.17,0.17,0.51,0.34,0.74,0.62,0.34,4.09,1762
E01004260,0.28,0.44,0.33,0.17,0.17,0.5,0.33,0.72,0.5,0.33,3.78,1799
E01004263,0.35,0.42,0.42,0.21,0.21,0.63,0.35,0.77,0.63,0.56,4.54,1431
E01004264,0.42,0.42,0.42,0.21,0.21,0.62,0.35,0.62,0.9,0.42,4.57,1445
E01004266,0.42,0.55,0.42,0.21,0.14,0.62,0.42,0.76,0.76,0.42,4.71,1444
E01004267,0.26,0.35,0.26,0.13,0.13,0.4,0.26,0.57,0.57,0.26,3.22,2270
E01004268,0.33,0.44,0.33,0.17,0.17,0.5,0.33,0.72,0.61,0.33,3.93,1808
E01004270,0.2,0.32,0.24,0.12,0.12,0.36,0.2,0.52,0.44,0.32,2.85,2492
E01004271,0.25,0.33,0.25,0.12,0.12,0.37,0.25,0.37,0.54,0.25,2.85,2425
E01004272,0.23,0.3,0.23,0.11,0.11,0.34,0.23,0.42,0.49,0.3,2.76,2642
E01004274,0.25,0.3,0.3,0.15,0.15,0.55,0.15,0.66,0.55,0.4,3.48,1984
E01004275,0.21,0.33,0.25,0.13,0.08,0.38,0.25,0.46,0.46,0.33,2.88,2399
E01004276,0.15,0.39,0.24,0.15,0.0,0.44,0.15,0.44,0.39,0.29,2.63,2056
E01004277,0.31,0.5,0.37,0.19,0.19,0.68,0.37,0.81,0.68,0.5,4.6,1609
E01004280,0.25,0.39,0.29,0.15,0.15,0.44,0.29,0.54,0.54,0.29,3.34,2036
E01004281,0.25,0.3,0.3,0.15,0.1,0.45,0.25,0.45,0.55,0.3,3.07,2018
E01004283,0.26,0.35,0.26,0.13,0.13,0.39,0.26,0.39,0.57,0.26,3.02,2288
E01004286,0.23,0.31,0.23,0.12,0.12,0.35,0.23,0.51,0.43,0.23,2.78,2554
E01004287,0.22,0.35,0.26,0.13,0.13,0.39,0.22,0.47,0.56,0.26,2.98,2318
E01004288,0.33,0.43,0.33,0.16,0.16,0.49,0.27,0.71,0.71,0.33,3.91,1840
E01004289,0.3,0.4,0.3,0.15,0.15,0.45,0.25,0.55,0.55,0.3,3.4,1998
E01004290,0.25,0.4,0.3,0.15,0.15,0.55,0.3,0.65,0.55,0.3,3.59,2004
E01004291,0.26,0.41,0.31,0.1,0.15,0.46,0.26,0.67,0.57,0.31,3.51,1939
E01004292,0.29,0.47,0.35,0.18,0.12,0.53,0.12,0.76,0.64,0.35,3.8,1712
E01004293,0.24,0.39,0.29,0.15,0.15,0.44,0.29,0.63,0.53,0.29,3.39,2062
E01004295,0.25,0.4,0.3,0.15,0.15,0.44,0.3,0.64,0.54,0.4,3.56,2025
E01004296,0.25,0.33,0.25,0.12,0.12,0.37,0.2,0.53,0.45,0.25,2.86,2447
E01004297,0.16,0.42,0.32,0.11,0.16,0.48,0.26,0.69,0.58,0.32,3.5,1888
E01004298,0.36,0.48,0.36,0.18,0.18,0.67,0.36,0.79,0.67,0.36,4.42,1652
E01004300,0.35,0.42,0.42,0.21,0.21,0.56,0.35,0.63,0.77,0.42,4.35,1424
E01004301,0.36,0.43,0.43,0.21,0.21,0.79,0.36,0.93,0.79,0.43,4.93,1399
E01004302,0.35,0.47,0.35,0.18,0.18,0.53,0.29,0.76,0.65,0.47,4.23,1701
E01004303,0.21,0.27,0.21,0.1,0.1,0.31,0.17,0.45,0.38,0.21,2.4,2918
E01004304,0.23,0.37,0.28,0.14,0.14,0.41,0.28,0.6,0.51,0.37,3.31,2172
E01004305,0.26,0.41,0.31,0.15,0.15,0.46,0.26,0.66,0.56,0.31,3.52,1960
E01004306,0.27,0.49,0.27,0.16,0.16,0.6,0.33,0.71,0.6,0.33,3.91,1842
E01004307,0.2,0.33,0.25,0.12,0.12,0.37,0.25,0.53,0.45,0.25,2.87,2442
E01004308,0.41,0.55,0.41,0.2,0.14,0.61,0.41,0.89,0.75,0.55,4.91,1465
E01004309,0.21,0.28,0.21,0.1,0.1,0.38,0.21,0.45,0.38,0.21,2.53,2891
E01004310,0.25,0.39,0.3,0.15,0.15,0.44,0.3,0.64,0.54,0.39,3.55,2027
E01004311,0.33,0.44,0.33,0.16,0.11,0.49,0.33,0.6,0.71,0.44,3.94,1826
E01004312,0.39,0.52,0.39,0.19,0.19,0.58,0.32,0.71,0.71,0.39,4.4,1546
E01004313,0.28,0.42,0.28,0.14,0.14,0.42,0.28,0.61,0.61,0.28,3.45,2142
E01004315,0.37,0.49,0.37,0.18,0.18,0.55,0.37,0.8,0.68,0.49,4.5,1624
E01004316,0.58,0.77,0.58,0.19,0.29,0.77,0.58,1.25,1.06,0.58,6.62,1042
E01004319,0.2,0.32,0.24,0.12,0.12,0.36,0.24,0.45,0.53,0.32,2.92,2468
E01004321,0.22,0.36,0.27,0.13,0.13,0.49,0.27,0.58,0.58,0.36,3.4,2234
E01004322,0.42,0.56,0.42,0.21,0.21,0.77,0.42,0.77,0.77,0.42,4.94,1437
E01004323,0.36,0.48,0.36,0.18,0.18,0.54,0.3,0.66,0.78,0.48,4.32,1668
E01004324,0.37,0.49,0.37,0.18,0.18,0.55,0.31,0.68,0.68,0.37,4.17,1629
E01004326,0.32,0.42,0.32,0.16,0.16,0.58,0.32,0.69,0.58,0.32,3.87,1884
E01004327,0.34,0.55,0.34,0.21,0.21,0.55,0.34,0.75,0.75,0.41,4.45,1460
E01004328,0.27,0.43,0.32,0.16,0.16,0.48,0.32,0.69,0.59,0.32,3.72,1880
E01004329,0.33,0.44,0.33,0.16,0.16,0.49,0.33,0.6,0.6,0.33,3.78,1824
E01004330,0.3,0.36,0.36,0.18,0.12,0.48,0.3,0.77,0.65,0.36,3.86,1683
E01004331,0.3,0.48,0.36,0.18,0.18,0.54,0.36,0.78,0.66,0.36,4.22,1660
E01004332,0.25,0.41,0.3,0.15,0.15,0.41,0.3,0.66,0.56,0.3,3.51,1968
E01004333,0.3,0.47,0.35,0.18,0.18,0.47,0.3,0.77,0.65,0.47,4.13,1693
E01004334,0.32,0.43,0.32,0.16,0.16,0.49,0.32,0.7,0.59,0.43,3.94,1854
E01004335,0.29,0.47,0.35,0.18,0.12,0.47,0.35,0.76,0.64,0.47,4.08,1714
E01004336,0.37,0.49,0.37,0.18,0.18,0.55,0.37,0.8,0.67,0.37,4.35,1631
E01004337,0.28,0.45,0.33,0.17,0.17,0.5,0.17,0.61,0.61,0.33,3.62,1794
E01004338,0.25,0.3,0.3,0.15,0.15,0.45,0.25,0.45,0.55,0.3,3.16,1996
E01004339,0.27,0.44,0.33,0.16,0.11,0.44,0.27,0.6,0.6,0.33,3.54,1834
E01004340,0.26,0.42,0.32,0.16,0.16,0.47,0.16,0.47,0.58,0.47,3.48,1899
E01004341,0.25,0.4,0.3,0.15,0.15,0.45,0.3,0.65,0.65,0.4,3.73,1986
E01004342,0.24,0.38,0.29,0.14,0.14,0.43,0.29,0.62,0.53,0.29,3.35,2092
E01004343,0.33,0.49,0.33,0.16,0.11,0.33,0.27,0.7,0.6,0.33,3.63,1845
E01004344,0.27,0.42,0.32,0.16,0.11,0.48,0.27,0.69,0.69,0.32,3.71,1886
E01004345,0.33,0.33,0.33,0.16,0.16,0.43,0.27,0.49,0.6,0.33,3.42,1842
E01004346,0.28,0.45,0.34,0.17,0.11,0.5,0.34,0.73,0.73,0.34,3.97,1790
E01004347,0.23,0.37,0.28,0.14,0.14,0.28,0.23,0.6,0.51,0.28,3.05,2162
E01004348,0.17,0.27,0.2,0.1,0.1,0.3,0.2,0.37,0.37,0.2,2.3,2953
E01004349,0.39,0.52,0.39,0.19,0.13,0.52,0.39,0.58,0.71,0.39,4.22,1542
E01004350,0.25,0.41,0.3,0.15,0.15,0.46,0.25,0.56,0.66,0.3,3.5,1969
E01004351,0.31,0.37,0.37,0.18,0.18,0.55,0.31,0.49,0.8,0.37,3.91,1635
E01004352,0.32,0.32,0.32,0.16,0.16,0.58,0.32,0.58,0.58,0.32,3.65,1891
E01004353,0.27,0.44,0.33,0.16,0.11,0.44,0.27,0.49,0.71,0.33,3.54,1838
E01004354,0.3,0.4,0.3,0.15,0.15,0.45,0.3,0.55,0.65,0.3,3.58,1985
E01004355,0.3,0.47,0.36,0.18,0.12,0.53,0.3,0.53,0.65,0.36,3.79,1688
E01004356,0.36,0.47,0.36,0.18,0.18,0.53,0.36,0.53,0.65,0.36,3.96,1690
E01004357,0.38,0.5,0.38,0.19,0.19,0.5,0.19,0.5,0.81,0.38,4.0,1600
E01004358,0.31,0.41,0.31,0.15,0.15,0.46,0.26,0.67,0.57,0.41,3.71,1942
E01004359,0.29,0.47,0.35,0.18,0.12,0.53,0.29,0.65,0.53,0.35,3.77,1697
E01004360,0.37,0.45,0.45,0.22,0.15,0.67,0.15,0.59,0.82,0.45,4.31,1345
E01004361,0.43,0.57,0.43,0.21,0.21,0.36,0.36,0.64,0.93,0.43,4.57,1401
E01004362,0.37,0.37,0.37,0.18,0.18,0.55,0.31,0.67,0.67,0.37,4.04,1635
E01004363,0.36,0.48,0.36,0.18,0.18,0.54,0.36,0.77,0.66,0.36,4.23,1678
E01004364,0.3,0.4,0.3,0.15,0.15,0.55,0.3,0.65,0.55,0.4,3.76,1995
E01004365,0.2,0.32,0.24,0.12,0.12,0.36,0.24,0.52,0.44,0.32,2.88,2496
E01004366,0.3,0.41,0.3,0.15,0.15,0.41,0.15,0.66,0.56,0.3,3.4,1973
E01004367,0.37,0.49,0.37,0.18,0.18,0.55,0.31,0.8,0.68,0.37,4.31,1623
E01004368,0.24,0.33,0.24,0.12,0.12,0.33,0.24,0.45,0.45,0.24,2.77,2458
E01004369,0.28,0.46,0.34,0.17,0.11,0.63,0.28,0.74,0.51,0.46,3.99,1755
